lBy;lOwnerid;lparent
NoLemon;39418;GC12CJK
bstepps89;408724;GC12CJK
sciwiz1;1223249;GC12CJW
Smiley Guy;1045702;GC12CJW
TBear702;1010547;GC12CJW
ChuckB1962;1319743;GC12CJW
freelancefrog;577040;GC12CJW
franke3;1185565;GC12CJW
dmsh;1308202;GC12CJW
bri13;979971;GC12CJW
The SignMan;986456;GC12CJW
KB9PZF;995948;GC12CJW
spudman;62711;GC12CJW
2golfers;159738;GC12CJW
rick.inman;1196365;GC12CJW
jolietkingsmen;946793;GC12CJW
Team Jimni;1034834;GC12CJW
Packadoo;1167481;GC12CJW
2MayDayers;330896;GC12CJW
lasermom;218802;GC12CJW
Ma n Pa;278629;GC12CJW
sailorscodgers;119336;GC12CJW
dustystar;14082;GC12CJW
pattytracker;28016;GC12CJW
Scout8898;653668;GC12CJW
thesmithsinptown;1079774;GC12CJW
BrinkOfDiscovery;658418;GC12CJW
CachingPyro;1024081;GC12CJW
Ekij;1120259;GC12CJW
NoLemon;39418;GC12CJW
MutherAndSun;944590;GC12CJW
wickiwee;668298;GC12CJW
bstepps89;408724;GC12CJW
Reddog00123;1339253;GC12DBT
rickc309;1298882;GC12DBT
dustystar;14082;GC12DBT
locoderailed;759603;GC12DBT
rholmesjr;1051499;GC12DBT
CachingGrandpa;698024;GC12DBT
Kerstin76;349343;GC12DBT
TeamCooper;274862;GC12DBT
freelancefrog;577040;GC12DBT
fathead67;1017405;GC12DBT
sms020906;1039927;GC12DBT
rr5154;1028983;GC12DBT
dustystar;14082;GC12DBT
joranda;503984;GC12DBT
pattytracker;28016;GC12DBT
dustystar;14082;GC12DBT
Kay-T-D'smom;375507;GC12DBT
cavebear7;977685;GC12DBT
cavebear7;977685;GC12DBT
kurtstepp;395392;GC12DBT
gossamar;33094;GC12DBT
gossamar;33094;GC12DBT
Bush Dog;89931;GC12DBT
dirty dog duo;127658;GC12DBT
rjc1975;1438395;GC12DCP
shooter25;1002056;GC12DCP
SusanandDoug;1370367;GC12DCP
rmcdowell;1389020;GC12DCP
pirates of the cache n carry;1040614;GC12DCP
rmcdowell;1389020;GC12DCP
cpombert;345176;GC12DCP
deb6;856926;GC12DCP
chikenhed;931793;GC12DCP
lost5;738022;GC12DCP
meadows3;1062766;GC12DCP
GEO.JOE;169770;GC12DCP
Rec_man2001;85325;GC12DCP
doodlebug107;352922;GC12DCP
Hobbit Taz;933682;GC12DCP
CribbageWitch;956939;GC12DCP
videosoundman;1096697;GC12DCP
LisaFish214;946172;GC12DCP
regnad;131969;GC12DCP
Bobcat158;522849;GC12DFV
Bannal;920836;GC12DFV
plpwalker;948009;GC12DFV
dougieniles;1224298;GC12DFV
dougieniles;1224298;GC12DFV
smoorecrux;1290882;GC12DFV
ivstix;283125;GC12DFV
Deut31-8;362115;GC12DFV
SWAseeker;174644;GC12DFV
pntball;79630;GC12DFV
CacheRcheck;90721;GC12DFV
kiddylan;233850;GC12DFV
aquagirl;127630;GC12DFV
Wheelinb;861923;GC12DFV
Mac-n-Mouse;1253474;GC12DFV
LOVE-TO-HUNT;1135866;GC12DFV
X-Stream;1155994;GC12DFV
Eagle6990;274859;GC12DFV
jabberwock82;1111057;GC12DFV
gotterv;652401;GC12DFV
Gotcha-2;682857;GC12DFV
Hobbit Taz;933682;GC12DFV
Gotcha-2;682857;GC12DFV
bluedaisy;443157;GC12DFV
sewhappy2;1036872;GC12DFV
NormV;89198;GC12DFV
Le-roy;88360;GC12DFV
CacheRcheck;90721;GC12DFV
spongebob14;478546;GC12DFV
spongebob14;478546;GC12DFV
yawetag;1003256;GC12DFV
CYBret;39219;GC12EAW
teacman;546086;GC12EAW
CYBret;39219;GC12EAW
koneko;72476;GC12EAW
cachingbearmama;747769;GC12EAW
Scoobie10;123777;GC12EAW
CYBret;39219;GC12EAW
CYBret;39219;GC12EAW
Geomutt95;282032;GC12EAW
Corp Of  Discovery;97312;GC12EAW
JustUsTwo;91151;GC12EAW
Wolverine Warriors;171715;GC12EAW
NoLemon;39418;GC12EAW
Dieseldoc;166447;GC12EAW
racer2814;744677;GC12EAW
CYBret;39219;GC12EAW
Happykraut;100925;GC12EAW
Faery_G;681575;GC12EAW
K-TEAM;30060;GC12EAW
Bushlight;512401;GC12EAW
cbugle;861267;GC12EAW
super_cacher;1005578;GC12EAW
MutherAndSun;944590;GC12EAW
racer2814;744677;GC12EAW
cldisme;338337;GC12EAW
Flowerdoc;165046;GC12EAW
OzGuff;155595;GC12EAW
OzGuff;155595;GC12EAW
CYBret;39219;GC12EAW
ZBQ;162778;GC12EAW
GibsonLP6;513802;GC12EAW
CYBret;39219;GC12EAW
CYBret;39219;GC12EAW
ZBQ;162778;GC12EAW
SpottedU;227885;GC12EAW
pneuma;338749;GC12EAW
jrice@olivet.edu;931421;GC12EHV
MutherAndSun;944590;GC12EHV
super_cacher;1005578;GC12EHV
Fuzzy B;281148;GC12EHV
Caching w'kids;481523;GC12EHV
AubTgrs;151662;GC12EHV
greenthumb65;1205117;GC12EHV
bellcurve;443856;GC12EHV
Team Knudson;1081745;GC12EHV
utenlandsk;786216;GC12EHV
Didg Guy;200146;GC12EHV
K-TEAM;30060;GC12EHV
Vader dad;710259;GC12EHV
Aquila & LadyHawk;43262;GC12EHV
phoebe1;808829;GC12EHV
eagle usa;1005863;GC12EHV
lasermom;218802;GC12EHV
mitzipepper;812724;GC12EK0
cachingbearmama;747769;GC12EK0
jawillis4;868354;GC12EK0
Electric Strawberry;1289713;GC12EK0
vhasler;94613;GC12EK0
GibsonLP6;513802;GC12EK0
gravewatcher;436960;GC12EK0
ZBQ;162778;GC12EK0
blackjeep1989;692270;GC12EK0
BearandBird;226111;GC12EK0
smithrazc;1271407;GC12EK0
doug6650;1294583;GC12EK0
laugh and a half;737652;GC12EK0
golf and horses;737137;GC12EK0
Ser Bronn Of The Blackwater;302900;GC12EK0
2omojo;1277379;GC12EK0
bafox;521955;GC12EK0
racer2814;744677;GC12EK0
MutherAndSun;944590;GC12EK0
libertycruisaders;1188490;GC12EK0
flowersong40;714218;GC12EK0
3Coltsfans;1002609;GC12EK0
Spiderboywes;550227;GC12EK0
peanutsdad;857208;GC12EK0
Rocking_M;250317;GC12EK0
sataraid1;1165244;GC12EK0
beasfer;1143838;GC12EK0
Hiway;183683;GC12EK0
RiseNShiners;1043063;GC12EK0
bluefloyd;1153989;GC12EK0
ClayC;777831;GC12EK0
jawillis4;868354;GC12EK0
2aussies;437890;GC12EK0
Chloe's Grandpa;1002261;GC12EK0
faegrrl;1150537;GC12EK0
beasfer;1143838;GC12EK0
luigi38;898403;GC12EK0
dragonfly61;671124;GC12EK0
jawillis4;868354;GC12EK0
bucko&tcb;524714;GC12EK0
Lost_Treasure_Hunters;1122528;GC12EK0
buckybuckboard;847899;GC12EK0
nsunshine18;386348;GC12EK0
Jenischmeni;966434;GC12EN8
dougsmiley;511021;GC12EN8
Tader1;619721;GC12EN8
Jim, Di & The Boyz;9608;GC12EN8
nighthawk 55;1100090;GC12EN8
moon_light;341625;GC12EN8
truckdweller;392479;GC12EN8
Kayak194;709452;GC12EN8
mamabird50;591844;GC12EN8
Kayak194;709452;GC12EN8
2disturbed;1188436;GC12EN8
alphawolf88;152483;GC12EN8
kumoorion;1132322;GC12EN8
alphawolf88;152483;GC12EN8
jrc32;1203538;GC12EN8
Lost N Looking;51444;GC12EN8
GibsonLP6;513802;GC12EN8
strikerboy;538490;GC12EN8
laugh and a half;737652;GC12EN8
golf and horses;737137;GC12EN8
racer2814;744677;GC12EN8
MutherAndSun;944590;GC12EN8
Spiderboywes;550227;GC12EN8
ZBQ;162778;GC12EN8
Texas4Pack;1115807;GC12EN8
Texas4Pack;1115807;GC12EN8
SEBURR;620351;GC12EN8
Gigger;40487;GC12EN8
SpottedU;227885;GC12EN8
madkaw;398845;GC12EQW
Turtletoes/Biggie;188748;GC12EQW
Kay-T-D'smom;375507;GC12EQW
MutherAndSun;944590;GC12EQW
Celtic Sprite;436973;GC12EQW
slowpokes;419393;GC12EQW
NoLemon;39418;GC12EQW
slowpokes;419393;GC12EQW
Fuzzy B;281148;GC12EW2
gossamar;33094;GC12EW2
gemini1;988197;GC12EW2
dmsh;1308202;GC12EW2
Turtletoes/Biggie;188748;GC12EW2
Kay-T-D'smom;375507;GC12EW2
Ma n Pa;278629;GC12EW2
Texican Space Cowboy;770186;GC12EW2
racer2814;744677;GC12EW2
MutherAndSun;944590;GC12EW2
NoLemon;39418;GC12EW2
racer2814;744677;GC12EWE
gossamar;33094;GC12EWE
gemini1;988197;GC12EWE
kurtstepp;395392;GC12EWE
MutherAndSun;944590;GC12EWE
NoLemon;39418;GC12EWE
cavebear7;977685;GC12EWE
Celtic Sprite;436973;GC12EWE
slowpokes;419393;GC12EWE
majii;803430;GC12F08
sugartootsie72556;1399949;GC12F08
Sioneva;542849;GC12F08
the Brother;1394100;GC12F08
the4peters;1050990;GC12F08
ironbozi;576948;GC12F08
pmbsd;509562;GC12F08
carels;212534;GC12F08
KellyT;570912;GC12F08
Riverchaser;212511;GC12F08
skywalkeraz;218125;GC12F08
"Cache Scouts";378467;GC12F08
loonaticks;1225056;GC12F08
trailferrets;1171047;GC12F08
Lynnzie;665913;GC12F08
not tom;685670;GC12F08
pa/ma from arkansas;173002;GC12F08
Max and the Fat Man;32172;GC12F08
wood_son;981460;GC12F08
spousal unit;915190;GC12F08
laughing gnome;383101;GC12F08
Lynnzie;665913;GC12F08
GPeeps;358942;GC12F08
GPeeps;358942;GC12F08
GuardDog;505296;GC12F08
tigergies;557702;GC12F08
billyred;750920;GC12F08
dedoming;1377039;GC12F15
Mean Gene;7108;GC12F15
teacman;546086;GC12F15
ADK92;1362610;GC12F15
MutherAndSun;944590;GC12F15
racer2814;744677;GC12F15
DutchBoy;26070;GC12F15
k9dan;473261;GC12F15
GibsonLP6;513802;GC12F15
JPlus14;83413;GC12F15
mjsc;1246589;GC12F15
sammi4x488ii;1245535;GC12F15
wolf pack 359;257430;GC12F15
burrisn78;829649;GC12F15
seporp1;68496;GC12F15
mike_anderson1492;71775;GC12F15
Tader1;619721;GC12F15
Jim, Di & The Boyz;9608;GC12F15
king-of-halloween;159330;GC12F15
jamm88;1202449;GC12F15
burrisn78;829649;GC12F15
Eagle1977;730154;GC12F15
CYBret;39219;GC12F15
Dieseldoc;166447;GC12F15
ZBQ;162778;GC12F15
Group from Uncle;1394791;GC12F4H
Katydid97;1205134;GC12F4H
franke3;1185565;GC12F4H
bri13;979971;GC12F4H
jim54;1165836;GC12F4H
Bush Dog;89931;GC12F4H
us 2;1214299;GC12F4H
dustystar;14082;GC12F4H
cavebear7;977685;GC12F4H
rr5154;1028983;GC12F4H
eeee4;47460;GC12F4H
COACHMAN12;223574;GC12F4H
CYBret;39219;GC12F4H
Texican Space Cowboy;770186;GC12F4H
Sanders24;216477;GC12F7W
Kayak194;709452;GC12F7W
JayBirdTrax;1191615;GC12F7W
SapperO6;266379;GC12F7W
smithrazc;1271407;GC12F7W
cpvfd311;1278761;GC12F7W
burrisclan;1295415;GC12F7W
evolouie;401081;GC12F7W
crabbsaline;811341;GC12F7W
CYBret;39219;GC12F7W
sataraid1;1165244;GC12F7W
mitzipepper;812724;GC12F7W
BlackJeepSquadron;371802;GC12F7W
SEBURR;620351;GC12F7W
2aussies;437890;GC12F7W
Dieseldoc;166447;GC12F7W
sciwiz1;1223249;GC12F80
jordanw_us;559197;GC12F80
G&B;1222035;GC12F80
Ma n Pa;278629;GC12F80
Team Jimni;1034834;GC12F80
BrinkOfDiscovery;658418;GC12F80
MutherAndSun;944590;GC12F80
dustystar;14082;GC12F80
pattytracker;28016;GC12F80
Smiley Guy;1045702;GC12F80
Ge0Jester;929872;GC12F80
Texican Space Cowboy;770186;GC12F80
racer2814;744677;GC12F80
NoLemon;39418;GC12F80
thesmithsinptown;1079774;GC12FGT
locoderailed;759603;GC12FGT
bri13;979971;GC12FGT
gemini1;988197;GC12FGT
CachingGrandpa;698024;GC12FGT
Kerstin76;349343;GC12FGT
TeamCooper;274862;GC12FGT
rr5154;1028983;GC12FGT
Parkerz;832164;GC12FGT
freelancefrog;577040;GC12FGT
fathead67;1017405;GC12FGT
dustystar;14082;GC12FGT
dirty dog duo;127658;GC12FGT
kurtstepp;395392;GC12FGT
gossamar;33094;GC12FGT
Bush Dog;89931;GC12FGT
Celtic Sprite;436973;GC12FGT
madkaw;398845;GC12FKE
Hunt&Peck;172021;GC12FKE
The Wumpus;1142500;GC12FKE
drtmn;135247;GC12FKE
slowpokes;419393;GC12FKE
Reddog00123;1339253;GC12FKE
Kerstin76;349343;GC12FKE
TeamCooper;274862;GC12FKE
Texican Space Cowboy;770186;GC12FKE
racer2814;744677;GC12FKE
Turtletoes/Biggie;188748;GC12FKE
Kay-T-D'smom;375507;GC12FKE
gossamar;33094;GC12FKE
MutherAndSun;944590;GC12FKE
slowpokes;419393;GC12FKE
Ma n Pa;278629;GC12FKE
NoLemon;39418;GC12FKE
jordanw_us;559197;GC12FY9
waterfallfrog;1034012;GC12FY9
Reddog00123;1339253;GC12FY9
rholmesjr;1051499;GC12FY9
KG1960;647662;GC12FY9
rickc309;1298882;GC12FY9
BeanGeek;986574;GC12FY9
RivFan;807550;GC12FY9
Kerstin76;349343;GC12FY9
gemini1;988197;GC12FY9
franke3;1185565;GC12FY9
TeamCooper;274862;GC12FY9
Texican Space Cowboy;770186;GC12FY9
racer2814;744677;GC12FY9
Rose and Crabby;1235744;GC12FY9
the 2 of us;1164627;GC12FY9
rr5154;1028983;GC12FY9
sms020906;1039927;GC12FY9
pattytracker;28016;GC12FY9
gossx4;1204493;GC12FY9
BrinkOfDiscovery;658418;GC12FY9
fathead67;1017405;GC12FY9
Team Shadowfish;867701;GC12FY9
blackjeep1989;692270;GC12FY9
mtnjak;1115669;GC12FY9
Arquette;718737;GC12FY9
freelancefrog;577040;GC12FY9
rnmichael;450839;GC12FY9
The_Night_Cacher;1167317;GC12FY9
jmitz;999121;GC12FY9
rnmichael;450839;GC12FY9
dustystar;14082;GC12FY9
DougA;477651;GC12FY9
Turtletoes/Biggie;188748;GC12FY9
Kay-T-D'smom;375507;GC12FY9
jjmjsj05;456263;GC12FY9
locoderailed;759603;GC12FY9
gossamar;33094;GC12FY9
kurtstepp;395392;GC12FY9
Bush Dog;89931;GC12FY9
rcjim1;1306414;GC12FYA
Bubskidy Kids;192248;GC12FYA
locoderailed;759603;GC12FYA
Reddog00123;1339253;GC12FYA
rickc309;1298882;GC12FYA
claystalker;1294643;GC12FYA
franke3;1185565;GC12FYA
gemini1;988197;GC12FYA
RivFan;807550;GC12FYA
TeamCooper;274862;GC12FYA
Texican Space Cowboy;770186;GC12FYA
racer2814;744677;GC12FYA
Thorny1;236050;GC12FYA
RTP1;332668;GC12FYA
icuspark;333595;GC12FYA
wickiwee;668298;GC12FYA
pattytracker;28016;GC12FYA
cacheguzzlers;71766;GC12FYA
BrinkOfDiscovery;658418;GC12FYA
gossx4;1204493;GC12FYA
freelancefrog;577040;GC12FYA
gossx4;1204493;GC12FYA
fathead67;1017405;GC12FYA
dustystar;14082;GC12FYA
Turtletoes/Biggie;188748;GC12FYA
Kay-T-D'smom;375507;GC12FYA
jjmjsj05;456263;GC12FYA
kurtstepp;395392;GC12FYA
COACHMAN12;223574;GC12FYA
babe_in_the_woods;298040;GC12FYA
ma&pa buckethead;209379;GC12FYA
jordanw_us;559197;GC12FYC
Reddog00123;1339253;GC12FYC
rickc309;1298882;GC12FYC
joranda;503984;GC12FYC
joranda;503984;GC12FYC
RivFan;807550;GC12FYC
CachingGrandpa;698024;GC12FYC
itsmeGriff;1287772;GC12FYC
babe_in_the_woods;298040;GC12FYC
TeamCooper;274862;GC12FYC
racer2814;744677;GC12FYC
Rose and Crabby;1235744;GC12FYC
the 2 of us;1164627;GC12FYC
pattytracker;28016;GC12FYC
gossx4;1204493;GC12FYC
fathead67;1017405;GC12FYC
mtnjak;1115669;GC12FYC
Arquette;718737;GC12FYC
freelancefrog;577040;GC12FYC
jmitz;999121;GC12FYC
rnmichael;450839;GC12FYC
dustystar;14082;GC12FYC
Turtletoes/Biggie;188748;GC12FYC
Kay-T-D'smom;375507;GC12FYC
sms020906;1039927;GC12FYC
jjmjsj05;456263;GC12FYC
locoderailed;759603;GC12FYC
gossamar;33094;GC12FYC
sms020906;1039927;GC12FYC
CKJEEPN;116980;GC12FYC
kurtstepp;395392;GC12FYC
bajonk;1399615;GC12FYE
rickc309;1298882;GC12FYE
Reddog00123;1339253;GC12FYE
tylerebrandon;1427551;GC12FYE
Group from Uncle;1394791;GC12FYE
Petsitter04;1309349;GC12FYE
aflair;1221494;GC12FYE
weeds19;366233;GC12FYE
Abims5;902088;GC12FYE
lucy92979;161275;GC12FYE
JustUsTwo;91151;GC12FYE
tishman;100751;GC12FYE
Leaolin;1323050;GC12FYE
ejfan3;64290;GC12FYE
claystalker;1294643;GC12FYE
TeamCooper;274862;GC12FYE
Texican Space Cowboy;770186;GC12FYE
racer2814;744677;GC12FYE
pumpkins1;809065;GC12FYE
Thorny1;236050;GC12FYE
pmbsd;509562;GC12FYE
Rose and Crabby;1235744;GC12FYE
the 2 of us;1164627;GC12FYE
fathead67;1017405;GC12FYE
gossx4;1204493;GC12FYE
geovirgin2112;1224830;GC12FYE
sms020906;1039927;GC12FYE
gossamar;33094;GC12FYE
franke3;1185565;GC12FYE
bri13;979971;GC12FYE
blackjeep1989;692270;GC12FYE
xcountry4;1208544;GC12FYE
jmoo131;1209872;GC12FYE
BCease;1207838;GC12FYE
TonyBlonie;91658;GC12FYE
freelancefrog;577040;GC12FYE
rnmichael;450839;GC12FYE
The_Night_Cacher;1167317;GC12FYE
pattytracker;28016;GC12FYE
rnmichael;450839;GC12FYE
littlesuzy;548940;GC12FYE
slowpokes;419393;GC12FYE
lloydclinton;531990;GC12FYE
Jasonm9984;237174;GC12FYE
dustystar;14082;GC12FYE
kurtstepp;395392;GC12FYE
azinsli;1057657;GC12FYE
Boo 2;235694;GC12FYE
locoderailed;759603;GC12FYF
claystalker;1294643;GC12FYF
Bubskidy Kids;192248;GC12FYF
rickc309;1298882;GC12FYF
RivFan;807550;GC12FYF
jordanw_us;559197;GC12FYF
Reddog00123;1339253;GC12FYF
TeamCooper;274862;GC12FYF
Texican Space Cowboy;770186;GC12FYF
racer2814;744677;GC12FYF
Nicoliobgb;1267752;GC12FYF
butch426ci;1267498;GC12FYF
pattytracker;28016;GC12FYF
cacheguzzlers;71766;GC12FYF
gossx4;1204493;GC12FYF
blackjeep1989;692270;GC12FYF
mtnjak;1115669;GC12FYF
Arquette;718737;GC12FYF
freelancefrog;577040;GC12FYF
jmitz;999121;GC12FYF
rnmichael;450839;GC12FYF
dustystar;14082;GC12FYF
sms020906;1039927;GC12FYF
gossamar;33094;GC12FYF
CKJEEPN;116980;GC12FYF
kurtstepp;395392;GC12FYF
DougA;477651;GC12FYF
jjmjsj05;456263;GC12FYF
Group from Uncle;1394791;GC12FYG
Reddog00123;1339253;GC12FYG
sciwiz1;1223249;GC12FYG
locoderailed;759603;GC12FYG
lucy92979;161275;GC12FYG
JustUsTwo;91151;GC12FYG
tishman;100751;GC12FYG
rholmesjr;1051499;GC12FYG
rickc309;1298882;GC12FYG
claystalker;1294643;GC12FYG
RivFan;807550;GC12FYG
TeamCooper;274862;GC12FYG
Texican Space Cowboy;770186;GC12FYG
racer2814;744677;GC12FYG
butch426ci;1267498;GC12FYG
babe_in_the_woods;298040;GC12FYG
fathead67;1017405;GC12FYG
blackjeep1989;692270;GC12FYG
mtnjak;1115669;GC12FYG
Arquette;718737;GC12FYG
gossx4;1204493;GC12FYG
cacheguzzlers;71766;GC12FYG
pattytracker;28016;GC12FYG
dustystar;14082;GC12FYG
rnmichael;450839;GC12FYG
sms020906;1039927;GC12FYG
lloydclinton;531990;GC12FYG
Ma n Pa;278629;GC12FYG
gossamar;33094;GC12FYG
jmitz;999121;GC12FYG
jjmjsj05;456263;GC12FYG
Group from Uncle;1394791;GC12FYH
Reddog00123;1339253;GC12FYH
rickc309;1298882;GC12FYH
locoderailed;759603;GC12FYH
rholmesjr;1051499;GC12FYH
claystalker;1294643;GC12FYH
RivFan;807550;GC12FYH
TeamCooper;274862;GC12FYH
Texican Space Cowboy;770186;GC12FYH
racer2814;744677;GC12FYH
Nicoliobgb;1267752;GC12FYH
butch426ci;1267498;GC12FYH
babe_in_the_woods;298040;GC12FYH
fathead67;1017405;GC12FYH
blackjeep1989;692270;GC12FYH
mtnjak;1115669;GC12FYH
Arquette;718737;GC12FYH
gossx4;1204493;GC12FYH
cacheguzzlers;71766;GC12FYH
pattytracker;28016;GC12FYH
freelancefrog;577040;GC12FYH
dustystar;14082;GC12FYH
sms020906;1039927;GC12FYH
gossamar;33094;GC12FYH
DougA;477651;GC12FYH
jmitz;999121;GC12FYH
kurtstepp;395392;GC12FYH
cavebear7;977685;GC12FYH
Reddog00123;1339253;GC12FYK
gemini1;988197;GC12FYK
claystalker;1294643;GC12FYK
locoderailed;759603;GC12FYK
rickc309;1298882;GC12FYK
rickc309;1298882;GC12FYK
RivFan;807550;GC12FYK
vfbofmn;698024;GC12FYK
TeamCooper;274862;GC12FYK
freelancefrog;577040;GC12FYK
sms020906;1039927;GC12FYK
Rose and Crabby;1235744;GC12FYK
the 2 of us;1164627;GC12FYK
rr5154;1028983;GC12FYK
fathead67;1017405;GC12FYK
freelancefrog;577040;GC12FYK
dustystar;14082;GC12FYK
gossamar;33094;GC12FYK
kurtstepp;395392;GC12FYK
dicky1;595035;GC12FYK
Celtic Sprite;436973;GC12FYK
slowpokes;419393;GC12FYK
mlshat;1228062;GC12GJV
evr180;1222038;GC12GJV
gorgon9380;527062;GC12GJV
jeep_jeep;647702;GC12GJV
sciwiz1;1223249;GC12GJV
babe_in_the_woods;298040;GC12GJV
exoticdvm;860137;GC12GJV
MutherAndSun;944590;GC12GJV
SWT;521164;GC12GJV
eddie-the-razor;92461;GC12GJV
breezyhill cachers;472339;GC12GJV
roelsch;29948;GC12GJV
Mean Gene;7108;GC12GJV
2_cats;610181;GC12GJV
TeamCooper;274862;GC12GJV
Peoria Bill;100752;GC12GJV
bakdoc;890431;GC12GJV
2~Sherlocks;114471;GC12GJV
gossamar;33094;GC12GJV
daveH;55066;GC12GJV
5tribe;1156978;GC12GJV
ampstudios;1103973;GC12GJV
Texican Space Cowboy;770186;GC12GJV
racer2814;744677;GC12GJV
cwells51;1134973;GC12GJV
Team Jimni;1034834;GC12GJV
LostWithDad;1117930;GC12GJV
joranda;503984;GC12GJV
5Ps&aDJ;388231;GC12GJV
lasermom;218802;GC12GN7
2dux;197258;GC12GN7
topgun_40sw;914662;GC12GN7
gossamar;33094;GC12GN7
goaliemask31;1125398;GC12GN7
ChillicotheScott;464401;GC12GN7
pattytracker;28016;GC12GN7
Couple_in_Love;327433;GC12GN7
madkaw;398845;GC12GN7
drtmn;135247;GC12GN7
Hunt&Peck;172021;GC12GN7
racer2814;744677;GC12GN7
MutherAndSun;944590;GC12GN7
NoLemon;39418;GC12GN7
slowpokes;419393;GC12GN7
dustystar;14082;GC12GN7
cavebear7;977685;GC12GN7
joranda;503984;GC12GN7
mdand3boys;818797;GC12GN7
Team Jimni;1034834;GC12GN7
kurtstepp;395392;GC12GN7
Smiley Guy;1045702;GC12H3H
Reddog00123;1339253;GC12H3H
rickc309;1298882;GC12H3H
Kerstin76;349343;GC12H3H
TeamCooper;274862;GC12H3H
racer2814;744677;GC12H3H
gossamar;33094;GC12H3H
dustystar;14082;GC12H3H
Kay-T-D'smom;375507;GC12H3H
Turtletoes/Biggie;188748;GC12H3H
MutherAndSun;944590;GC12H3H
slowpokes;419393;GC12H3H
Ma n Pa;278629;GC12H3H
scuba inst;207121;GC12H3H
kurtstepp;395392;GC12H3H
majii;803430;GC12HBT
durtieshoes;530089;GC12HBT
TrkDoc;233267;GC12HBT
the4peters;1050990;GC12HBT
"Cache Scouts";378467;GC12HBT
Team Pink;418183;GC12HBT
trailferrets;1171047;GC12HBT
pa/ma from arkansas;173002;GC12HBT
Lynnzie;665913;GC12HBT
pogwog;824677;GC12HBT
GuardDog;505296;GC12HBT
5beavers;325865;GC12HBT
jacksonb;657480;GC12HBT
pogwog;824677;GC12HBT
Owassee;225465;GC12HF5
antipodes;1497898;GC12HF5
Hid Pro Quo;34043;GC12HF5
goshhawk;45784;GC12HF5
BlueBeadMan;199792;GC12HF5
lancelot;40358;GC12HF5
K-TEAM;30060;GC12HF5
K-TEAM;30060;GC12HF5
RicknJoy;920754;GC12HF5
Team DLADL;407553;GC12HF5
tollydad;187402;GC12HF5
Tollybrew;182236;GC12HF5
roelsch;29948;GC12HF5
Mean Gene;7108;GC12HF5
Chuck_and_d;933809;GC12HF5
Nickel01;671598;GC12HF5
Crazy4Moose;935764;GC12HF5
Cycle Ken;502248;GC12HF5
Phil 4:13;817288;GC12HF5
savvygirl;912095;GC12HF5
#1eeyore;939199;GC12HF5
mybluebap;741531;GC12HF5
antipodes;1497898;GC12HG9
Hid Pro Quo;34043;GC12HG9
goshhawk;45784;GC12HG9
BlueBeadMan;199792;GC12HG9
lancelot;40358;GC12HG9
K-TEAM;30060;GC12HG9
K-TEAM;30060;GC12HG9
RicknJoy;920754;GC12HG9
Team DLADL;407553;GC12HG9
Arthur TOAFK;260675;GC12HG9
tollydad;187402;GC12HG9
Tollybrew;182236;GC12HG9
roelsch;29948;GC12HG9
Mean Gene;7108;GC12HG9
Nickel01;671598;GC12HG9
Crazy4Moose;935764;GC12HG9
Cycle Ken;502248;GC12HG9
Phil 4:13;817288;GC12HG9
savvygirl;912095;GC12HG9
#1eeyore;939199;GC12HG9
mybluebap;741531;GC12HG9
The Incredible Geocachers;1435048;GC12J2Y
Bene91705;685333;GC12J2Y
Loriliz;1417429;GC12J2Y
2injeeps;1118618;GC12J2Y
Dirtracer49;1315225;GC12J2Y
bluemountain;35256;GC12J2Y
ZAPFELWEIN;1155933;GC12J2Y
dusty and kate;1288712;GC12J2Y
stocker3;1119471;GC12J2Y
daggy;24556;GC12J2Y
Deermark;12918;GC12J2Y
Guiper;833989;GC12J2Y
evanbill;1032938;GC12J2Y
GibsonLP6;513802;GC12J2Y
sudamar;659386;GC12J2Y
mamabird50;591844;GC12J2Y
littlepig;836590;GC12J2Y
4Hart Jewels;1118451;GC12J2Y
hillsdale;709709;GC12J2Y
Squire Boone;512925;GC12J2Y
TheCheatOSX;665829;GC12J2Y
searay16;861887;GC12J2Y
N9PPA;425523;GC12J2Y
CribbageWitch;956939;GC12J2Y
Hobbit Taz;933682;GC12J2Y
ardisneyfan;1065972;GC12J43
deepdiverdave;1217685;GC12J43
ButterflyDiver;731632;GC12J43
TrkDoc;233267;GC12J43
bubbaduck;715560;GC12J43
Grumpier99;142468;GC12J43
Riverchaser;212511;GC12J43
"Cache Scouts";378467;GC12J43
Team Pink;418183;GC12J43
Calicomo;162921;GC12J43
trailferrets;1171047;GC12J43
pa/ma from arkansas;173002;GC12J43
plasticsoldiers;1167693;GC12J43
not tom;685670;GC12J43
Sean-Athair;351483;GC12J43
SmartSapper;600609;GC12J43
Captain B & Queen;433128;GC12J43
pogwog;824677;GC12J43
ornith;623868;GC12J43
Queens Blessing;777233;GC12J43
GuardDog;505296;GC12J43
tigergies;557702;GC12J43
Parkerz;832164;GC12J46
lasermom;218802;GC12J46
Hunt&Peck;172021;GC12J46
drtmn;135247;GC12J46
sciwiz1;1223249;GC12J46
Shadow Cachers;686614;GC12J46
2MayDayers;330896;GC12J46
dustystar;14082;GC12J46
The Wumpus;1142500;GC12J46
madkaw;398845;GC12J46
JCfans;63925;GC12J46
Reddog00123;1339253;GC12J46
rickc309;1298882;GC12J46
